source,target
Pfizer,Forward Blue
Pfizer,"Harshbarger, Diana"
Pfizer,"Craig, Angie"
Pfizer,"Kelly, Robin"
Pfizer,"Ferguson, Drew"
Pfizer,"Buchanan, Vernon"
Pfizer,Evergreen PAC
Pfizer,"Dahlstrom, Nancy"
Pfizer,"Webster, Daniel"
Pfizer,"Knott, Brad"
Pfizer,"Van Duyne, Beth"
Pfizer,"Rollins, Will"
Pfizer,"Sheehy, Tim"
Pfizer,"Hagerty, Bill"
Pfizer,"Banks, Jim"
Pfizer,"Crapo, Mike"
Pfizer,"Womack, Steve"
Pfizer,Tahoma PAC
Pfizer,"McClain, Lisa"
Pfizer,Minnesota DFL House Caucus
Pfizer,"Menendez, Robert"
Pfizer,"Bera, Ami"
Pfizer,Best Bernie PAC
Pfizer,"Clarke, Yvette"
Pfizer,"Johnson, Hank"
Pfizer,"Gomez, Jimmy"
Pfizer,"Feenstra, Randy"
Pfizer,Lank PAC
Pfizer,Help Elect Republicans Now
Pfizer,"Nadler, Jerrold"
Pfizer,"Mullin, Markwayne"
Pfizer,"Ernst, Joni"
Pfizer,Getting Stuff Done PAC
Pfizer,Buddy PAC
Pfizer,"Britt, Katie Boyd"
Pfizer,"McClellan, Jennifer"
Pfizer,Madison PAC (Neal)
Pfizer,Boots PAC
Pfizer,Senate Eagle PAC
Pfizer,Alabama First PAC
Pfizer,"Luetkemeyer, Blaine"
Pfizer,"Griffith, Morgan"
Pfizer,BRIDGE PAC
Pfizer,RVFPAC
Pfizer,"Thune, John"
Pfizer,"Rouzer, David"
Pfizer,"Fischer, Deb"
Pfizer,"Bowman, Jamaal"
Pfizer,"Kean, Thomas H Jr"
Pfizer,"Ramaswamy, Vivek"
Pfizer,Democratic Party of Wisconsin
Pfizer,"Soto, Darren"
Pfizer,"Schmidt, Derek"
Pfizer,"Porter, Katie"
Pfizer,"Pelosi, Nancy"
Pfizer,"Murphy, Christopher S"
Pfizer,Democratic Party of Kansas
Pfizer,Democratic Party of Vermont
Pfizer,"Warren, Elizabeth"
Pfizer,"Cole, Tom"
Pfizer,Committee to Protect Medicare
Pfizer,"Cruz, Ted"
Pfizer,"Fetterman, John"
Pfizer,"Gottheimer, Josh"
Pfizer,"Vasquez, Gabe"
Pfizer,"Perez, Marie Gluesenkamp"
Pfizer,"Scholten, Hillary"
Pfizer,"Torres, Ritchie"
Pfizer,Be An American PAC
Pfizer,"Murphy, Greg"
Pfizer,"Trahan, Lori"
Pfizer,"Thanedar, Shri"
Pfizer,"Gonzalez, Vicente"
Pfizer,"Veasey, Marc"
Pfizer,"Mullin, Kevin"
Pfizer,"Thompson, Mike"
Pfizer,"Laturner, Jake"
Pfizer,Generation Go
Pfizer,"Moolenaar, John"
Pfizer,"Swartz, Jessica"
Pfizer,Early Vote Action PAC
Pfizer,Gay & Lesbian Victory Fund
Pfizer,"Vindman, Yevgeny 'Eugene'"
Pfizer,"Sanders, Bernie"
Pfizer,"Dunn, Harry"
Pfizer,"Jones, Mondaire"
Pfizer,"Omar, Ilhan"
Pfizer,"Masto, Catherine Cortez"
Pfizer,Democratic Party of Pennsylvania
Pfizer,"Warnock, Raphael"
Pfizer,"Conaway, Herb"
Pfizer,"Sykes, Emilia"
Pfizer,Carolina Victory Fund
Pfizer,"Kildee, Dan"
Pfizer,"Lieu, Ted"
Pfizer,"Cherfilus-McCormick, Sheila"
Pfizer,"Takano, Mark"
Pfizer,"Castor, Kathy"
Pfizer,"Tillis, Thom"
Pfizer,"Pence, Greg"
Pfizer,"Chavez-Deremer, Lori"
Pfizer,Movement Voter PAC
Pfizer,Spike PAC
Pfizer,Freshman Protection PAC
Pfizer,"Kustoff, David"
Pfizer,"Fischbach, Michelle"
Pfizer,"Lee, Laurel"
Pfizer,Americans Making Opportunities PAC
Pfizer,"Joyce, David P"
Pfizer,"Dingell, Debbie"
Pfizer,"Salazar, Maria"
Pfizer,"Stevens, Haley"
Pfizer,"Johnston, Courtney"
Pfizer,"Daines, Steven"
Pfizer,"Nickel, Wiley"
Pfizer,Golden State Democracy PAC
Pfizer,"Frankel, Lois"
Pfizer,"Mann, Tracey"
Pfizer,"Aderholt, Robert B"
Pfizer,"Graves, Sam"
Pfizer,"Amodei, Mark"
Pfizer,"Ivey, Glenn"
Pfizer,"Moore, Blake"
Pfizer,"Fong, Vince"
Pfizer,"Kim, Andy"
Pfizer,"McBride, Sarah"
Pfizer,Protect the Vote
Pfizer,"Frost, Maxwell"
Pfizer,Planned Parenthood Alliance
Pfizer,"Williamson, Marianne"
Pfizer,"Morelle, Joseph D"
Pfizer,"Goldman, Craig"
Pfizer,"Barca, Peter William"
Pfizer,"Gleich, Caroline"
Pfizer,"Van Ostern, Kevin"
Pfizer,Democratic Party of South Carolina
Pfizer,"Himes, Jim"
Pfizer,"Johnson, Julie"
Pfizer,DLCC PAC
Pfizer,"Kennedy, Robert F Jr."
Pfizer,"Comer, James"
Pfizer,"Jayapal, Susheela"
Pfizer,"Garcia, Robert"
Pfizer,"Donalds, Byron"
Pfizer,"Carter, Troy"
Pfizer,"De La Cruz, Monica"
Pfizer,"Pascrell, Bill Jr"
Pfizer,"Waters, Maxine"
Pfizer,"Damikolas, Allyson"
Pfizer,Minnesota DFL Senate Caucus
Pfizer,"Diaz-Balart, Mario"
Pfizer,"Johnson, Bill"
Pfizer,"Pettersen, Brittany"
Pfizer,"Jobs, Energy & Our Founding Fathers PAC"
Pfizer,TKJ PAC
Pfizer,"Meeks, Gregory"
Pfizer,"Wicker, Roger"
Pfizer,"Rivas, Luz"
Pfizer,"Pou, Nelida"
Pfizer,Winning for America PAC
Pfizer,"Lankford, James"
Pfizer,"Wenstrup, Brad"
Pfizer,"Boyle, Brendan"
Pfizer,"Escobar, Veronica"
Pfizer,Women Vote!
Pfizer,Impact Cmte
Pfizer,"Latta, Bob"
Pfizer,"McHenry, Patrick"
Pfizer,"Coleman, Bonnie Watson"
Pfizer,"Green, Mark"
Pfizer,"Armstrong, Kelly"
Pfizer,"Pfluger, August"
Pfizer,"Fry, Russell"
Pfizer,"Eshoo, Anna"
Pfizer,"Foster, Bill"
Pfizer,"Moskowitz, Jared"
Pfizer,"Lam, Clarence"
Pfizer,"Rulli, Michael"
Pfizer,"Foxx, Virginia"
Pfizer,"Graves, Garret"
Pfizer,"Cline, Ben"
Pfizer,"Brown, Shontel"
Pfizer,"Miller, Max"
Pfizer,"Yakym, Rudy"
Pfizer,Committee for a Democratic Future
Pfizer,Victory by Investing Building & Empowering PAC
Pfizer,Conservative Climate PAC
Pfizer,"Brownley, Julia"
Pfizer,"Strickland, Marilyn"
Pfizer,"Carey, Mike"
Pfizer,Michigan Democratic State Central Cmte
Pfizer,"Stein, Jill"
Pfizer,Powered By People
Pfizer,"Frisch, Adam"
Pfizer,"Alfonso, Joseph"
Pfizer,"Kim, Young"
Pfizer,"Wild, Susan"
Pfizer,"Zinke, Ryan"
Pfizer,"Brown, Sam"
Pfizer,"Calvert, Ken"
Pfizer,"Duarte, John"
Pfizer,"Merrin, Derek"
Pfizer,"Baugh, Scott"
Pfizer,"Steel, Michelle"
Pfizer,"Bacon, Donald John"
Pfizer,"Coughlin, Kevin"
Pfizer,"Valadao, David"
Pfizer,"Garcia, Mike"
Pfizer,"Buckhout, Laurie"
Pfizer,"Nunn, Zach"
Pfizer,LCV Victory Fund
Pfizer,"DeSantis, Ron"
Pfizer,"Kaine, Tim"
Pfizer,"Low, Evan"
Pfizer,"Latimer, George"
Pfizer,Liftoff PAC
Pfizer,Truth to Power
Pfizer,"Tranel, Monica"
Pfizer,"Deford, Mac"
Pfizer,"Bynum, Janelle"
Pfizer,"Agwan, Pervez"
Pfizer,"Gaetz, Matt"
Pfizer,"Scanlon, Mary Gay"
Pfizer,"Markey, Ed"
Pfizer,"Blumenthal, Richard"
Pfizer,Fair Fight PAC
Pfizer,"Pressley, Ayanna"
Pfizer,Rhode Island Repub State Central Cmte
Pfizer,March On PAC
Pfizer,Our Great Task
Pfizer,"Osborn, Dan"
Pfizer,"Cartwright, Matt"
Pfizer,America Votes Action Fund
Pfizer,Giffords PAC
Pfizer,"Abid, Zerqa"
Pfizer,"Kaplan, Anna"
Pfizer,Indiana Democratic Congressional Victory Cmte
Pfizer,"Serrano Glassner, Christine"
Pfizer,"Ramirez, Delia"
Pfizer,Missouri Democratic State Cmte
Pfizer,Michael Rulli for Ohio State Senate
Pfizer,"O'donnell, Sherrell"
Pfizer,Justice Democrats
Pfizer,"Pappas, Chris"
Pfizer,"Ludwig, Thomas"
Pfizer,Human Rights Campaign Equality Votes
Pfizer,Securing Progress Across Our Nation PAC
Pfizer,"Pugh, Pamela"
Pfizer,PAC to the Future
Pfizer,"Balekian, Alex"
Pfizer,"Altman, Sue"
Pfizer,Democratic Party of Arizona
Pfizer,"West, Cornel"
Pfizer,"Scott, Tim"
Pfizer,"France, Mike"
Pfizer,"Bush, Cori"
Pfizer,"Klobuchar, Amy"
Pfizer,Campaign for Democracy PAC
Pfizer,"Cao, Hung"
Pfizer,"Crockett, Jasmine"
Pfizer,"Peltola, Mary"
Pfizer,"Sinema, Kyrsten"
Pfizer,"Hassan, Maggie"
Pfizer,Midwest Values PAC
Pfizer,Fight Like Hell PAC
Pfizer,"Ossoff, Jon"
Pfizer,"Christie, Chris"
Pfizer,Democratic Party of Texas
Pfizer,"Lujan, Ben Ray"
Pfizer,"Harper, Hill"
Pfizer,Democratic Party of North Carolina
Pfizer,"Adams, Alma"
Pfizer,Democratic Party of Montana
Pfizer,"Christiansen, Katrina"
Pfizer,1776 Project
Pfizer,Defend Freedom Inc
Pfizer,Republican Federal Cmte of Pennsylvania
Pfizer,Democratic Party of California
Pfizer,"Rubio, Susan"
Pfizer,"Bhalla, Ravi"
Pfizer,"Neill, Reilly"
Pfizer,Democratic Party of Nebraska
Pfizer,"Ryan, Pat"
Pfizer,"Garvey, Steve"
Pfizer,Save America
Pfizer,"Rogers, Mike"
Pfizer,"Vogel, Joseph"
Pfizer,"Franz, Hilary"
Pfizer,"Lyerly, Kristin"
Pfizer,"Jayapal, Pramila"
Pfizer,"Bookwalter, T Charles"
Pfizer,"Schultz, Jen"
Pfizer,"Stelson, Janelle"
Pfizer,"McCorkle, Ike"
Pfizer,End Citizens United
Pfizer,Newsom for California Governor 2022
Pfizer,"Shah, Amish"
Pfizer,"Ratevosian, Jirair"
Pfizer,"Lopez, Lesley"
Pfizer,Field Team Six
Pfizer,"Domenici, Nella Louise"
Pfizer,"Young, Geoffrey"
Pfizer,Republican Party of Nebraska
Pfizer,"Budzinski, Nikki"
Pfizer,"Casar, Greg"
Pfizer,"Hartmann, Ray"
Pfizer,"Ghanim, Ahmed"
Pfizer,"Stansbury, Melanie"
Pfizer,Keep Texas Texas PAC
Pfizer,"Kinniebrew, Royce Mr"
Pfizer,Retired Americans PAC
Pfizer,"Massie, Thomas"
Pfizer,"Crow, Jason"
Pfizer,"Samuels, Don"
Pfizer,Minnesota Democratic Farmer Labor Party
Pfizer,"Van Drew, Jeff"
Pfizer,"Morales, Eduardo"
Pfizer,"Goldman, Dan"
Pfizer,American Bridge 21st Century
Pfizer,Georgia Federal Elections Cmte
Pfizer,Activate America
Pfizer,"Heinrich, Martin"
Pfizer,"KUMAR, ANIL"
Pfizer,Hellfire PAC
Pfizer,"Kennedy, John"
Pfizer,"Hutchinson, W. Asa"
Pfizer,"Uygur, Cenk"
Pfizer,Democrats 2024
Pfizer,Republican Party of Kansas
Pfizer,November Coalition
Pfizer,"Burgum, Doug"
Pfizer,"Scott, Rick"
Pfizer,"Pence, Mike"
Pfizer,"Peck, Timothy"
Pfizer,Democratic Turnout Project PAC
Pfizer,RSLC Victory Fund
Pfizer,"Elder, Larry"
Pfizer,"Underwood, Lauren A"
Pfizer,Democratic Party of Tennessee
Pfizer,"Hickenlooper, John"
Pfizer,Creative Majority PAC
Pfizer,"Calvarese, Trisha"
Pfizer,"Vargas, Tony"
Pfizer,New Jersey Democratic State Cmte
Pfizer,"Whitehouse, Sheldon"
Pfizer,"Jawando, Will"
Pfizer,"Subramanyam, Suhas"
Pfizer,"Moreno, Bernie"
Pfizer,"Greene, Marjorie Taylor"
Pfizer,"Crane, Eli"
Pfizer,Moms Fed Up PAC
Pfizer,"Riley, Josh"
Pfizer,"Klee Hood, Sarah"
Pfizer,Democratic Party of New Hampshire
Pfizer,New York Republican Federal Campaign Cmte
Pfizer,"Rashid, Qasim"
Pfizer,"Shyne, Sepi"
Pfizer,"Young, Diane"
Pfizer,"Balint, Becca"
Pfizer,"Garcia, Eddie"
Pfizer,"Elfreth, Sarah"
Pfizer,"Malamed, Zak"
Pfizer,"Flowers, Marcus"
Pfizer,"Sherman Sr., Carl"
Pfizer,"Hutchison, Evan"
Pfizer,Seneca Project
Pfizer,"Duckworth, Tammy"
Pfizer,"Larose, Frank"
Pfizer,"Kilmer, Derek"
Pfizer,"Lee, Summer"
Pfizer,"Valimont, Gay"
Pfizer,"Schumer, Charles E"
Pfizer,"Cooke, Rebecca"
Pfizer,"Cantwell, Maria"
Pfizer,Save American Education Fund
Pfizer,"Wilson, Tamie"
Pfizer,"Jackson, Jeff"
Pfizer,"Bell, Wesley"
Pfizer,"Bank, Bernadine"
Pfizer,"Perelman, Jennifer"
Pfizer,Blue Senate PAC
Pfizer,Serve America PAC
Pfizer,"Pinkins, Ty"
Pfizer,"Aguilar, Ylenia"
Pfizer,"Morgan, Patricia"
Pfizer,"Bohannan, Christina"
Pfizer,"Hammer, Trygve"
Pfizer,"Nez, Jonathan"
Pfizer,Indiana Republican State Cmte
Pfizer,Groundwork Project PAC
Pfizer,"Spicer, Lavern"
Pfizer,"Shrewsbury, Zachary"
Pfizer,"Deaton, John"
Pfizer,"Elliott, Glenn Frederick Jr."
Pfizer,"Fernandez, Teresa Leger"
Pfizer,"Hsu, John"
Pfizer,"Pilip, Mazi Melesa"
Pfizer,"Moulton, Seth"
Pfizer,"Lineberger, Ernest Robinson Iii"
Pfizer,BlueWaveAmerica
Pfizer,"Moore, Justin"
Pfizer,"Patel, Bhavini"
Pfizer,"Martin, Isaiah"
Pfizer,"Morse, Jessica"
Pfizer,"McDonough, Melissa"
Pfizer,"Randall, Emily"
Pfizer,"Walker, Christopher"
Pfizer,"Benjamin, Leon"
Pfizer,"Boebert, Lauren"
Pfizer,Retired Dems 2024
Pfizer,"Gray, Adam"
Pfizer,"Martinez, Tekesha"
Pfizer,"McConkey, Josh"
Pfizer,"Lamb, Mark"
Pfizer,"Kerr, Joseph"
Pfizer,DASS PAC
Pfizer,"Jacobs, Sara"
Pfizer,"Ehr, Phil"
Pfizer,"Christian, Jerrad"
Pfizer,"Letlow, Julia"
Pfizer,"Kim, David"
Pfizer,New Jersey Republican State Cmte
Pfizer,"Engel, Kirsten"
Pfizer,"Caraveo, Yadira"
Pfizer,Green Party of the US
Pfizer,"Womer, Zach"
Pfizer,"Siddiqi, Imraan"
Pfizer,"Flores, Mayra"
Pfizer,"Barr, Callie"
Pfizer,"Wilson, Eric"
Pfizer,"Teirab, Joe"
Pfizer,"Cohn, Joseph"
Pfizer,"Esposito, Alison"
Pfizer,Black Men Vote
Pfizer,Minocqua Brewing Co
Pfizer,Champion American Values
Pfizer,"Hovde, Eric"
Pfizer,"Masters, Blake"
Pfizer,Operation Saving Democracy
Pfizer,"Marshall, Erin"
Pfizer,Democratic Party of Arkansas
Pfizer,Her Time PAC
Pfizer,Brittany Claybrooks for New Jersey
Pfizer,"Kaptur, Marcy"
Pfizer,"Cramer, Kevin"
Pfizer,"Dixon, Peter"
Pfizer,"Collins, Paula"
Pfizer,"Marlinga, Carl"
Pfizer,Ron Response PAC
Pfizer,"Jordan, Jim"
Pfizer,"Deluzio, Christopher"
Pfizer,"Danimus, Ann Marie"
Pfizer,"Burrows, John"
Pfizer,"Hamm, Larry"
Pfizer,"Cotton, Tom"
Pfizer,Medicare for All PAC
Pfizer,Courage to Change
Pfizer,"Parrott, Neil"
Pfizer,"Foushee, Valerie"
Pfizer,"Coleman, Merika"
Pfizer,"Collier, Matt"
Pfizer,Elect Dems Now PAC
Pfizer,"Mcdonald Rivet, Kristen"
Pfizer,"Harris, Shawn"
Pfizer,Democrats Vote PAC
Pfizer,"Salas, Rudy"
Pfizer,"Tran, Derek"
Pfizer,"Hurd, Will"
Pfizer,"Lee, Mike"
Pfizer,"Fox, Whitney"
Pfizer,House Freedom Action
Pfizer,"Phillips, Dean"
Pfizer,"Strong, Corey"
Pfizer,"Forte, Tina"
Pfizer,"Klacik, Kimberly"
Pfizer,"Booker, Charles"
Pfizer,"Krishnamoorthi, Raja"
Pfizer,Democratic Party of Ohio
Pfizer,Voters Deserve Better
Pfizer,"Min, Dave"
Pfizer,Freedom Democrats
Pfizer,"Lafazan, Josh"
Pfizer,The Long Run PAC
Pfizer,"Raskin, Jamie"
Pfizer,Unleash America PAC
Pfizer,"Suarez, Francis X."
Pfizer,"Gutierrez, Roland"
Pfizer,"Cotter Smasal, Missy"
Pfizer,"Johnson, Perry"
Pfizer,"Lorinser, Bob"
Pfizer,"Nunes, Devin"
PharmaResearch,GOPAC
PharmaResearch,Democratic Assn of Secretaries of State
PharmaResearch,Democratic Lieutenant Governors Assn
PharmaResearch,"Blackburn, Marsha"
PharmaResearch,"Harris, Kamala"
PharmaResearch,"Kaine, Tim"
PharmaResearch,Democratic Party of Illinois
PharmaResearch,"Johnson, Mike"
PharmaResearch,Impact (Schumer)
PharmaResearch,Together Holding Our Majority PAC
PharmaResearch,"Carter, Buddy"
PharmaResearch,"Hogan, Larry"
PharmaResearch,"Tester, Jon"
PharmaResearch,"Rosen, Jacky"
PharmaResearch,Freedom Fund
PharmaResearch,Continuing America's Strength & Security
PharmaResearch,"Bucshon, Larry"
PharmaResearch,"Peters, Scott"
PharmaResearch,M-PAC
PharmaResearch,"Curtis, John"
PharmaResearch,Blue Hen PAC
PharmaResearch,"Casey, Bob"
PharmaResearch,"Hirono, Mazie K"
PharmaResearch,"Schneider, Brad"
PharmaResearch,"Davis, Don"
PharmaResearch,"Harshbarger, Diana"
PharmaResearch,Dirigo PAC
PharmaResearch,"Cassidy, Bill"
PharmaResearch,Bluegrass Cmte
PharmaResearch,Forward Together PAC
PharmaResearch,Reaching for a Brighter America PAC
PharmaResearch,Getting Stuff Done PAC
PharmaResearch,Common Values PAC
PharmaResearch,"Gottheimer, Josh"
PharmaResearch,Lead Encourage Elect PAC
PharmaResearch,Oorah! PAC
PharmaResearch,Holding Onto Oregon's Priorities
PharmaResearch,Motor City PAC
PharmaResearch,Republican Party of Washington
PharmaResearch,"Peters, Gary"
PharmaResearch,First In Freedom PAC
PharmaResearch,"Guthrie, Brett"
PharmaResearch,"Smith, Jason"
PharmaResearch,Winning for America PAC
PharmaResearch,"Balderson, Troy"
PharmaResearch,"Miller-Meeks, Mariannette"
PharmaResearch,"Cole, Tom"
PharmaResearch,Big Sky Opportunity PAC
PharmaResearch,ActBlue Non-Federal
PharmaResearch,Treasure State PAC
PharmaResearch,"Barragan, Nanette"
PharmaResearch,"Comer, James"
PharmaResearch,"Jordan, Jim"
PharmaResearch,"Correa, Lou"
PharmaResearch,Heartland Values PAC
PharmaResearch,"Hudson, Richard"
PharmaResearch,"Brown, Sherrod"
PharmaResearch,"Schiff, Adam"
PharmaResearch,"Walton, Jason"
PharmaResearch,Democratic Senatorial Campaign Cmte
PharmaResearch,"Jobs, Opportunity & New Ideas PAC"
PharmaResearch,Boots PAC
PharmaResearch,"Moolenaar, John"
PharmaResearch,"Rochester, Lisa Blunt"
PharmaResearch,"Daines, Steven"
PharmaResearch,Rev Up PAC
PharmaResearch,Responsibility & Freedom Work PAC
PharmaResearch,"Steel, Michelle"
PharmaResearch,National Republican Congressional Cmte
PharmaResearch,New Republican Majority Fund
PharmaResearch,Republican Majority Fund
PharmaResearch,Supporting House Problem Solvers
PharmaResearch,"Griffith, Morgan"
PharmaResearch,"Murphy, Greg"
PharmaResearch,Free State PAC
PharmaResearch,Common Ground PAC
PharmaResearch,"Wicker, Roger"
PharmaResearch,"Miller, Carol"
PharmaResearch,Alamo PAC
PharmaResearch,"Harris, Andy"
PharmaResearch,"Ciscomani, Juan"
PharmaResearch,"Johnson, Julie"
PharmaResearch,Denali Leadership PAC
PharmaResearch,"Foxx, Virginia"
PharmaResearch,"Buchanan, Vernon"
PharmaResearch,"Valadao, David"
PharmaResearch,"Swalwell, Eric"
PharmaResearch,"Banks, Jim"
PharmaResearch,"Kean, Thomas H Jr"
PharmaResearch,"Johnson, Hank"
PharmaResearch,"Aguilar, Pete"
PharmaResearch,"Coleman, Bonnie Watson"
PharmaResearch,"Malliotakis, Nicole"
PharmaResearch,Reclaim America PAC
PharmaResearch,"Heinrich, Martin"
PharmaResearch,"Horsford, Steven"
PharmaResearch,"Alsobrooks, Angela"
PharmaResearch,"Clarke, Yvette"
PharmaResearch,First State PAC
PharmaResearch,Building Up Democracy's Dream
PharmaResearch,"Reschenthaler, Guy"
PharmaResearch,"Pallone, Frank Jr"
PharmaResearch,"Sanchez, Linda"
PharmaResearch,"Fitzpatrick, Brian"
PharmaResearch,"Hinson, Ashley"
PharmaResearch,National Republican Senatorial Cmte
PharmaResearch,Gay & Lesbian Victory Fund
PharmaResearch,"Rogers, Mike D"
PharmaResearch,"Ivey, Glenn"
PharmaResearch,"Dunn, Neal"
PharmaResearch,"Allen, Richard W"
PharmaResearch,"Emmer, Tom"
PharmaResearch,"Hageman, Harriet"
PharmaResearch,Electing Republicans Indiana PAC
PharmaResearch,"Vasquez, Gabe"
PharmaResearch,DNC Services Corp
PharmaResearch,Coyote PAC
PharmaResearch,"McHenry, Patrick"
PharmaResearch,"Sewell, Terri"
PharmaResearch,"Kelly, Mike"
PharmaResearch,"Cardenas, Tony"
PharmaResearch,"Veasey, Marc"
PharmaResearch,"Joyce, John"
PharmaResearch,"Mullin, Kevin"
PharmaResearch,"Lawler, Mike"
PharmaResearch,"Bean, Aaron"
PharmaResearch,Building & Restoring the American Dream
PharmaResearch,"Schweikert, David"
PharmaResearch,"Kustoff, David"
PharmaResearch,"Kelly, Robin"
PharmaResearch,"LaHood, Darin"
PharmaResearch,"Van Duyne, Beth"
PharmaResearch,"Strickland, Marilyn"
PharmaResearch,"Capito, Shelley Moore"
PharmaResearch,"Bilirakis, Gus"
PharmaResearch,"Hern, Kevin"
PharmaResearch,"Bice, Stephanie"
PharmaResearch,"Fitzgerald, Scott"
PharmaResearch,"Auchincloss, Jake"
PharmaResearch,"Letlow, Julia"
PharmaResearch,"Lee, Laurel"
PharmaResearch,"Jack, Brian"
PharmaResearch,Dakota PAC
PharmaResearch,Defend Our Conservative Senate PAC
PharmaResearch,"Clyburn, James E"
PharmaResearch,"Wyden, Ron"
PharmaResearch,"Coons, Chris"
PharmaResearch,"Clark, Katherine"
PharmaResearch,"Stefanik, Elise"
PharmaResearch,"Tenney, Claudia"
PharmaResearch,"Arrington, Jodey"
PharmaResearch,"Estes, Ron"
PharmaResearch,"Fischbach, Michelle"
PharmaResearch,"Hagerty, Bill"
PharmaResearch,"Bentz, Cliff"
PharmaResearch,"Mrvan, Frank Jr"
PharmaResearch,"Gimenez, Carlos"
PharmaResearch,"Britt, Katie Boyd"
PharmaResearch,"Kiley, Kevin"
PharmaResearch,
PharmaResearch,Carolina Victory Fund
PharmaResearch,"Lucas, Frank D"
PharmaResearch,"DeGette, Diana"
PharmaResearch,"Walberg, Tim"
PharmaResearch,"Smith, Adrian"
PharmaResearch,"Ruiz, Raul"
PharmaResearch,"Boyle, Brendan"
PharmaResearch,"Ernst, Joni"
PharmaResearch,"Gallego, Ruben"
PharmaResearch,"Smucker, Lloyd"
PharmaResearch,"Houlahan, Chrissy"
PharmaResearch,"Pence, Greg"
PharmaResearch,"Steube, Greg"
PharmaResearch,"Feenstra, Randy"
PharmaResearch,"Gonzales, Tony"
PharmaResearch,"Fry, Russell"
PharmaResearch,"Baldwin, Tammy"
PharmaResearch,"Rodgers, Cathy McMorris"
PharmaResearch,"Cleaver, Emanuel"
PharmaResearch,"DelBene, Suzan"
PharmaResearch,"Bera, Ami"
PharmaResearch,"Scott, Tim"
PharmaResearch,"Cline, Ben"
PharmaResearch,"Cherfilus-McCormick, Sheila"
PharmaResearch,"Garbarino, Andrew"
PharmaResearch,"Moore, Blake"
PharmaResearch,"Bishop, Sanford"
PharmaResearch,"Barrasso, John"
PharmaResearch,"McClintock, Tom"
PharmaResearch,"Issa, Darrell"
PharmaResearch,"Fleischmann, Chuck"
PharmaResearch,"Lankford, James"
PharmaResearch,"Espaillat, Adriano"
PharmaResearch,"Houchin, Erin"
PharmaResearch,"Ross, Deborah"
PharmaResearch,"Menendez, Rob"
PharmaResearch,"Crockett, Jasmine"
PharmaResearch,"Langworthy, Nick"
PharmaResearch,"Fong, Vince"
PharmaResearch,Common Sense Common Solutions
PharmaResearch,Hawkeye PAC
PharmaResearch,Beyond Thoughts & Prayers PAC
PharmaResearch,"Neal, Richard E"
PharmaResearch,"Menendez, Robert"
PharmaResearch,"Thompson, Bennie G"
PharmaResearch,"Lummis, Cynthia"
PharmaResearch,"Fischer, Deb"
PharmaResearch,"Crenshaw, Dan"
PharmaResearch,"Kim, Young"
PharmaResearch,"Dean, Madeleine"
PharmaResearch,"Kiggans, Jen"
PharmaResearch,"Maloy, Celeste"
PharmaResearch,"Hurd, Jeffrey"
PharmaResearch,"Low, Evan"
PharmaResearch,Democratic Congressional Campaign Cmte
PharmaResearch,"Rubin, Joel"
PharmaResearch,"Carter, Troy"
PharmaResearch,"Ferguson, Drew"
PharmaResearch,"Cammack, Kat"
PharmaResearch,"Chavez-Deremer, Lori"
PharmaResearch,"Hoyle, Val"
PharmaResearch,"Gray, Adam"
PharmaResearch,"Nickel, Wiley"
PharmaResearch,"Mullin, Markwayne"
PharmaResearch,"Johnson, Dusty"
PharmaResearch,"Slotkin, Elissa"
PharmaResearch,"Sheehy, Tim"
PharmaResearch,"Autiello, Nick"
PharmaResearch,"Christie, Chris"
PharmaResearch,"Marshall, Roger"
PharmaResearch,"Rollins, Will"
PharmaResearch,"Gillen, Laura"
PharmaResearch,"Frankel, Lois"
PharmaResearch,"Knott, Brad"
PharmaResearch,"Titus, Dina"
PharmaResearch,"Craig, Angie"
PharmaResearch,"Budzinski, Nikki"
PharmaResearch,"Sykes, Emilia"
PharmaResearch,"Perez, Marie Gluesenkamp"
PharmaResearch,"Lee, Susie"
PharmaResearch,"Scholten, Hillary"
PharmaResearch,"Tlaib, Rashida"
PharmaResearch,"Haley, Nikki"
PharmaResearch,"Frisch, Adam"
PharmaResearch,"Raskin, Jamie"
PharmaResearch,"Torres, Ritchie"
PharmaResearch,"Morales, Eduardo"
PharmaResearch,Democratic Party of North Carolina
PharmaResearch,Forward Blue
PharmaResearch,"Allred, Colin"
PharmaResearch,"Bush, Cori"
PharmaResearch,Rooted in Community Leadership PAC
PharmaResearch,"Pugh, Pamela"
PharmaResearch,"Jeffries, Hakeem"
PharmaResearch,"Burgum, Doug"
PharmaResearch,"Ocasio-Cortez, Alexandria"
PharmaResearch,"Sinema, Kyrsten"
Takeda,"Harris, Kamala"
Takeda,DNC Services Corp
Takeda,ActBlue Non-Federal
Takeda,Beyond Thoughts & Prayers PAC
Takeda,"Clark, Katherine"
Takeda,"Carter, Buddy"
Takeda,"Trump, Donald"
Takeda,Massachusetts Democratic State Cmte
Takeda,"Peters, Scott"
Takeda,"Emmer, Tom"
Takeda,"Schneider, Brad"
Takeda,"Kennedy, Robert F Jr."
Takeda,"Kim, Andy"
Takeda,"Casey, Bob"
Takeda,"Brown, Sherrod"
Takeda,Democratic Congressional Campaign Cmte
Takeda,"Alsobrooks, Angela"
Takeda,"Guthrie, Brett"
Takeda,"Bucshon, Larry"
